
1|select id, name from student where tot_cred>30	:	select id, name from student:	 state='Killed'
4|select id from instructor where salary>70000 and dept_name = 'cs'	:	select id from instructor where salary<70000 and dept_name = 'cs':	 state='Killed'
4|select id from instructor where salary>70000 and dept_name = 'cs'	:	select id from instructor where salary>70000 or dept_name = 'cs':	 state='Killed'
4|select id from instructor where salary>70000 and dept_name = 'cs'	:	select id from instructor where dept_name = 'cs':	 state='Killed'
4|select id from instructor where salary>70000 and dept_name = 'cs'	:	select id from instructor where salary>70000:	 state='Killed'
4|select id from instructor where salary>70000 and dept_name = 'cs'	:	select id from instructor where salary < 70000 and dept_name > 'cs':	 state='Killed'
4|select id from instructor where salary>70000 and dept_name = 'cs'	:	select id from instructor where salary < 70000 and dept_name LIKE 'Cs':	 state='Killed'
4|select id from instructor where salary>70000 and dept_name = 'cs'	:	select id from instructor where salary < 70000 and dept_name LIKE '%cs':	 state='Killed'
4|select id from instructor where salary>70000 and dept_name = 'cs'	:	select id from instructor where salary < 70000 and dept_name LIKE '%cs%':	 state='Killed'
4|select id from instructor where salary>70000 and dept_name = 'cs'	:	select id from instructor where salary < 70000 and dept_name LIKE '_cs':	 state='Killed'
4|select id from instructor where salary>70000 and dept_name = 'cs'	:	select id from instructor where salary < 70000 and dept_name LIKE '%cs_':	 state='Killed'
4|select id from instructor where salary>70000 and dept_name = 'cs'	:	select id from instructor where salary < 70000 and dept_name ILIKE '_cs%':	 state='Killed'
4|select id from instructor where salary>70000 and dept_name = 'cs'	:	select id from instructor where salary < 70000 and dept_name ILIKE '%cs%':	 state='Killed'
4|select id from instructor where salary>70000 and dept_name = 'cs'	:	select id from instructor where salary < 70000 and dept_name ILIKE '_cs':	 state='Killed'
4|select id from instructor where salary>70000 and dept_name = 'cs'	:	select id from instructor where salary < 70000 and dept_name ILIKE '%cs_':	 state='Killed'

5|select * from instructor, department where instructor.dept_name = department.dept_name	:	select * from instructor, department where instructor.dept_name != department.dept_name:	 state='Killed'
5|select * from instructor, department where instructor.dept_name = department.dept_name	:	select * from instructor, department where instructor.dept_name > department.dept_name:	 state='Killed'
5|select * from instructor, department where instructor.dept_name = department.dept_name	:	select * from instructor, department where instructor.dept_name < department.dept_name:	 state='Killed'
5|select * from instructor, department where instructor.dept_name = department.dept_name	:	select * from instructor, department :	 state='Killed'

6|select name,course_id from instructor,teaches where instructor.ID = teaches.ID	:	select name,course_id from instructor,teaches where instructor.ID != teaches.ID:	 state='Killed'
6|select name,course_id from instructor,teaches where instructor.ID = teaches.ID	:	select name,course_id from instructor,teaches where instructor.ID > teaches.ID:	 state='Killed'
6|select name,course_id from instructor,teaches where instructor.ID = teaches.ID	:	select name,course_id from instructor,teaches where instructor.ID < teaches.ID:	 state='Killed'
6|select name,course_id from instructor,teaches where instructor.ID = teaches.ID	:	select name,course_id from instructor,teaches :	 state='Killed'

7|select * from student join takes on student.ID = takes.ID	:	select * from student join takes on student.ID != takes.ID:	 state='Killed'
7|select * from student join takes on student.ID = takes.ID	:	select * from student join takes on student.ID > takes.ID:	 state='Killed'
7|select * from student join takes on student.ID = takes.ID	:	select * from student join takes on student.ID < takes.ID:	 state='Killed'
7|select * from student join takes on student.ID = takes.ID	:	select * from student, takes :	 state='Killed'

8|SELECT takes.course_id FROM ((student INNER JOIN takes ON(student.id=takes.id)) INNER JOIN course ON(course.course_id=takes.course_id)) WHERE student.id = '12345'	:	select takes.course_id FROM student INNER JOIN takes ON(student.id>takes.id) INNER JOIN course ON(course.course_id=takes.course_id) where student.id = '12345':	 state='Killed'
8|SELECT takes.course_id FROM ((student INNER JOIN takes ON(student.id=takes.id)) INNER JOIN course ON(course.course_id=takes.course_id)) WHERE student.id = '12345'	:	select takes.course_id FROM student INNER JOIN takes ON(student.id!=takes.id) INNER JOIN course ON(course.course_id=takes.course_id) where student.id = '12345':	 state='Killed'
8|SELECT takes.course_id FROM ((student INNER JOIN takes ON(student.id=takes.id)) INNER JOIN course ON(course.course_id=takes.course_id)) WHERE student.id = '12345'	:	select takes.course_id FROM student INNER JOIN takes ON(student.id<takes.id) INNER JOIN course ON(course.course_id=takes.course_id) where student.id = '12345':	 state='Killed'
8|SELECT takes.course_id FROM ((student INNER JOIN takes ON(student.id=takes.id)) INNER JOIN course ON(course.course_id=takes.course_id)) WHERE student.id = '12345'	:	select takes.course_id FROM student INNER JOIN takes ON(student.id=takes.id) INNER JOIN course ON(course.course_id!=takes.course_id) where student.id = '12345':	 state='Killed'
8|SELECT takes.course_id FROM ((student INNER JOIN takes ON(student.id=takes.id)) INNER JOIN course ON(course.course_id=takes.course_id)) WHERE student.id = '12345'	:	select takes.course_id FROM student INNER JOIN takes ON(student.id=takes.id) INNER JOIN course ON(course.course_id<=takes.course_id) where student.id = '12345':	 state='Killed'
8|SELECT takes.course_id FROM ((student INNER JOIN takes ON(student.id=takes.id)) INNER JOIN course ON(course.course_id=takes.course_id)) WHERE student.id = '12345'	:	select takes.course_id FROM student INNER JOIN takes ON(student.id=takes.id) INNER JOIN course ON(course.course_id=takes.course_id) where student.id != '12345':	 state='Killed'
8|SELECT takes.course_id FROM ((student INNER JOIN takes ON(student.id=takes.id)) INNER JOIN course ON(course.course_id=takes.course_id)) WHERE student.id = '12345'	:	select takes.course_id FROM student INNER JOIN takes ON(student.id=takes.id) INNER JOIN course ON(course.course_id=takes.course_id) where student.id = '1345':	 state='Killed'
8|SELECT takes.course_id FROM ((student INNER JOIN takes ON(student.id=takes.id)) INNER JOIN course ON(course.course_id=takes.course_id)) WHERE student.id = '12345'	:	select takes.course_id FROM student INNER JOIN takes ON(student.id=takes.id) INNER JOIN course ON(course.course_id=takes.course_id) where student.id > '12345':	 state='Killed'
8|SELECT takes.course_id FROM ((student INNER JOIN takes ON(student.id=takes.id)) INNER JOIN course ON(course.course_id=takes.course_id)) WHERE student.id = '12345'	:	select takes.course_id FROM student INNER JOIN takes ON(student.id=takes.id) INNER JOIN course ON(course.course_id=takes.course_id) where student.id < '12345':	 state='Killed'
8|SELECT takes.course_id FROM ((student INNER JOIN takes ON(student.id=takes.id)) INNER JOIN course ON(course.course_id=takes.course_id)) WHERE student.id = '12345'	:	select takes.course_id FROM ((student LEFT OUTER JOIN takes ON(student.id=takes.id)) INNER JOIN course ON(course.course_id=takes.course_id)) where student.id = '12345':	 state='NotKilled'
8|SELECT takes.course_id FROM ((student INNER JOIN takes ON(student.id=takes.id)) INNER JOIN course ON(course.course_id=takes.course_id)) WHERE student.id = '12345'	:	select takes.course_id FROM ((student INNER JOIN takes ON(student.id=takes.id)) RIGHT OUTER JOIN course ON(course.course_id=takes.course_id)) where student.id = '12345':	 state='NotKilled'
8|SELECT takes.course_id FROM ((student INNER JOIN takes ON(student.id=takes.id)) INNER JOIN course ON(course.course_id=takes.course_id)) WHERE student.id = '12345'	:	select takes.course_id FROM ((student LEFT OUTER JOIN takes ON(student.id=takes.id)) INNER JOIN course ON(course.course_id=takes.course_id)) where student.id = '12345':	 state='NotKilled'
8|SELECT takes.course_id FROM ((student INNER JOIN takes ON(student.id=takes.id)) INNER JOIN course ON(course.course_id=takes.course_id)) WHERE student.id = '12345'	:	select takes.course_id FROM ((student INNER JOIN takes ON(student.id=takes.id)) RIGHT OUTER JOIN course ON(course.course_id=takes.course_id)) where student.id = '12345':	 state='NotKilled'

9|select name, title from (instructor inner join teaches on teaches.ID = teaches.ID) join course using (course_id)	:	select name, title from instructor inner join teaches on (instructor.ID=teaches.ID), course:	 state='Killed'
9|select name, title from (instructor inner join teaches on teaches.ID = teaches.ID) join course using (course_id)	:	select name from instructor inner join teaches on (instructor.ID=teaches.ID):	 state='Killed'
9|select name, title from (instructor inner join teaches on teaches.ID = teaches.ID) join course using (course_id)	:	select name, title from instructor inner join teaches on (instructor.ID=teaches.ID), course:	 state='Killed'
9|select name, title from (instructor inner join teaches on teaches.ID = teaches.ID) join course using (course_id)	:	select name from instructor inner join teaches on (instructor.ID=teaches.ID):	 state='Killed'

10|select min(salary) from instructor where dept_name = 'Comp. Sci.'	:	select sum(salary) from instructor where dept_name = 'Comp. Sci.':	 state='Killed'
10|select min(salary) from instructor where dept_name = 'Comp. Sci.'	:	select max(salary) from instructor where dept_name = 'Comp. Sci.':	 state='Killed'
10|select min(salary) from instructor where dept_name = 'Comp. Sci.'	:	select count(salary) from instructor where dept_name = 'Comp. Sci.':	 state='Killed'
10|select min(salary) from instructor where dept_name = 'Comp. Sci.'	:	select avg(salary) from instructor where dept_name = 'Comp. Sci.':	 state='Killed'
10|select min(salary) from instructor where dept_name = 'Comp. Sci.'	:	select min(salary) from instructor where dept_name != 'Comp. Sci.':	 state='Killed'

11|select max(salary) from instructor where dept_name = 'Comp. Sci.'	:	select min(salary) from instructor where dept_name = 'Comp. Sci.':	 state='Killed'
11|select max(salary) from instructor where dept_name = 'Comp. Sci.'	:	select sum(salary) from instructor where dept_name = 'Comp. Sci.':	 state='Killed'
11|select max(salary) from instructor where dept_name = 'Comp. Sci.'	:	select count(salary) from instructor where dept_name = 'Comp. Sci.':	 state='Killed'
11|select max(salary) from instructor where dept_name = 'Comp. Sci.'	:	select max(salary) from instructor where dept_name = 'ECE':	 state='Killed'

12|select sum(salary) from instructor where dept_name = 'Comp. Sci.'	:	select count(salary) from instructor where dept_name = 'Comp. Sci.':	 state='Killed'

13|select count(salary) from instructor where dept_name = 'Comp. Sci.'	:	select sum(salary) from instructor where dept_name = 'Comp. Sci.':	 state='Killed'

14|select dept_name, count(id) from student group by dept_name	:	select dept_name, avg(tot_cred) from student group by dept_name:	 state='Killed'
14|select dept_name, count(id) from student group by dept_name	:	select dept_name, sum(tot_cred) from student group by dept_name:	 state='Killed'
14|select dept_name, count(id) from student group by dept_name	:	select dept_name, count(dept_name) from student group by dept_name:	 state='NotKilled'
14|select dept_name, count(id) from student group by dept_name	:	select dept_name from student group by dept_name:	 state='Killed'
14|select dept_name, count(id) from student group by dept_name	:	select dept_name, count(dept_name) from student group by dept_name,name:	 state='Killed'
14|select dept_name, count(id) from student group by dept_name	:	select dept_name, count(id) from student group by dept_name,name:	 state='Killed'
14|select dept_name, count(id) from student group by dept_name	:	select count(dept_name) from student group by name:	 state='Killed'

15|select count(DISTINCT name) from student group by dept_name	:	select  count(DISTINCT name) from student :	 state='Killed'
15|select count(DISTINCT name) from student group by dept_name	:	select  count(DISTINCT name) from student group by name:	 state='Killed'
15|select count(DISTINCT name) from student group by dept_name	:	select  count(name) from student group by dept_name:	 state='Killed'

16|select name, avg(salary) from instructor group by name	:	select name, min(salary) from instructor group by name:	 state='Killed'
16|select name, avg(salary) from instructor group by name	:	select name, max(salary) from instructor group by name:	 state='Killed'
16|select name, avg(salary) from instructor group by name	:	select name, count(salary) from instructor group by name:	 state='Killed'
16|select name, avg(salary) from instructor group by name	:	select name, sum(salary) from instructor group by name:	 state='Killed'
16|select name, avg(salary) from instructor group by name	:	select name, count(id) from instructor group by name:	 state='Killed'
16|select name, avg(salary) from instructor group by name	:	select name from instructor group by name:	 state='Killed'
16|select name, avg(salary) from instructor group by name	:	select id, min(salary) from instructor group by id:	 state='Killed'
16|select name, avg(salary) from instructor group by name	:	select name, min(salary) from instructor group by name, id:	 state='Killed'
16|select name, avg(salary) from instructor group by name	:	select name, min(salary) from instructor group by name, salary:	 state='Killed'

17|SELECT COUNT(*) FROM instructor GROUP BY id, name	:	select COUNT(*) FROM instructor GROUP BY name:	 state='NotKilled'
17|SELECT COUNT(*) FROM instructor GROUP BY id, name	:	select SUM(salary) FROM instructor GROUP BY id, name:	 state='Killed'

18|select ID, count(s_id) from instructor left outer join advisor on (instructor.ID = advisor.i_id) group by ID	:	select ID, count(s_id) from instructor left outer join advisor on (instructor.ID < advisor.i_id) group by ID:	 state='Killed'
18|select ID, count(s_id) from instructor left outer join advisor on (instructor.ID = advisor.i_id) group by ID	:	select ID, count(s_id) from instructor left outer join advisor on (instructor.ID > advisor.i_id) group by ID:	 state='Killed'
18|select ID, count(s_id) from instructor left outer join advisor on (instructor.ID = advisor.i_id) group by ID	:	select ID, count(s_id) from instructor left outer join advisor on (instructor.ID != advisor.i_id) group by ID:	 state='Killed'
18|select ID, count(s_id) from instructor left outer join advisor on (instructor.ID = advisor.i_id) group by ID	:	select ID, count(s_id) from instructor right outer join advisor on (instructor.ID = advisor.i_id) group by ID:	 state='Killed'
18|select ID, count(s_id) from instructor left outer join advisor on (instructor.ID = advisor.i_id) group by ID	:	select ID, count(s_id) from instructor inner join advisor on (instructor.ID = advisor.i_id) group by ID:	 state='Killed'
18|select ID, count(s_id) from instructor left outer join advisor on (instructor.ID = advisor.i_id) group by ID	:	select ID, count(salary) from instructor inner join advisor on (instructor.ID = advisor.i_id) group by ID:	 state='Killed'
18|select ID, count(s_id) from instructor left outer join advisor on (instructor.ID = advisor.i_id) group by ID	:	select name, count(s_id) from instructor inner join advisor on (instructor.ID = advisor.i_id) group by name:	 state='Killed'

19|select count(dept_name) from student group by name having count(id) < 5	:	select count(dept_name) from student group by name having count(id) >= 5:	 state='Killed'
19|select count(dept_name) from student group by name having count(id) < 5	:	select count(dept_name) from student group by name having count(id) = 5:	 state='Killed'
19|select count(dept_name) from student group by name having count(id) < 5	:	select count(dept_name) from student group by name having count(id) > 5:	 state='Killed'
19|select count(dept_name) from student group by name having count(id) < 5	:	select count(dept_name) from student group by name,id having count(id) < 5:	 state='Killed'

20|SELECT dept_name, SUM(credits) FROM course INNER JOIN department USING (dept_name) WHERE credits >= 4 GROUP BY dept_name HAVING SUM(credits) < 25 	:	select dept_name, SUM(credits) FROM course INNER JOIN department USING (dept_name) where credits >= 4 GROUP BY dept_name HAVING SUM(credits) > 25 :	 state='Killed'
20|SELECT dept_name, SUM(credits) FROM course INNER JOIN department USING (dept_name) WHERE credits >= 4 GROUP BY dept_name HAVING SUM(credits) < 25 	:	select dept_name, SUM(credits) FROM course INNER JOIN department USING (dept_name) where credits >= 4 GROUP BY dept_name HAVING SUM(credits) = 25 :	 state='Killed'
20|SELECT dept_name, SUM(credits) FROM course INNER JOIN department USING (dept_name) WHERE credits >= 4 GROUP BY dept_name HAVING SUM(credits) < 25 	:	select dept_name, COUNT(credits) FROM course INNER JOIN department USING (dept_name) where credits >= 4 GROUP BY dept_name HAVING SUM(credits) = 25 :	 state='Killed'

21|SELECT DISTINCT dept_name FROM instructor 	:	select dept_name FROM instructor :	 state='Killed'
21|SELECT DISTINCT dept_name FROM instructor 	:	select DISTINCT name FROM instructor :	 state='NotKilled'
21|SELECT DISTINCT dept_name FROM instructor 	:	select DISTINCT id FROM instructor :	 state='Killed'

22|select distinct s.id, s.name from student s, takes t where s.id = t.id and  t.grade != 'F' 	:	select s.id, s.name from student s, takes t where s.id = t.id and  t.grade != 'F' :	 state='Killed'
22|select distinct s.id, s.name from student s, takes t where s.id = t.id and  t.grade != 'F' 	:	select distinct s.id, s.dept_name from student s, takes t where s.id = t.id :	 state='Killed'
22|select distinct s.id, s.name from student s, takes t where s.id = t.id and  t.grade != 'F' 	:	select distinct s.name, s.dept_name from student s, takes t where s.id = t.id :	 state='Killed'
22|select distinct s.id, s.name from student s, takes t where s.id = t.id and  t.grade != 'F' 	:	select distinct s.id, s.name from student s, takes t where s.id = t.id :	 state='Killed'

23|select name from instructor where salary is null	:	select name from instructor where salary is not null:	 state='Killed'
23|select name from instructor where salary is null	:	select salary from instructor where salary is null:	 state='Killed'

24|select name from instructor where salary is not null	:	select name from instructor where salary is null:	 state='Killed'
24|select name from instructor where salary is not null	:	select salary from instructor where salary is not null:	 state='Killed'

25|SELECT course.course_id, d.dept_name  FROM course LEFT OUTER JOIN (SELECT * from department WHERE department.budget > 70000) d using (dept_name)	:	select course.course_id, d.dept_name  FROM course ;:	 state='Killed'
25|SELECT course.course_id, d.dept_name  FROM course LEFT OUTER JOIN (SELECT * from department WHERE department.budget > 70000) d using (dept_name)	:	select course.course_id, d.dept_name FROM course, (select * from department where department.budget < 70000) d :	 state='Killed'
25|SELECT course.course_id, d.dept_name  FROM course LEFT OUTER JOIN (SELECT * from department WHERE department.budget > 70000) d using (dept_name)	:	select course.course_id, d.dept_name FROM course LEFT OUTER JOIN (select * from department where department.budget < 70000) d USING (dept_name):	 state='Killed'
25|SELECT course.course_id, d.dept_name  FROM course LEFT OUTER JOIN (SELECT * from department WHERE department.budget > 70000) d using (dept_name)	:	select course.course_id, d.dept_name FROM course LEFT OUTER JOIN (select * from department where department.budget = 70000) d USING (dept_name):	 state='Killed'

26|select q1.ID from (select * from student where dept_name = 'Comp.Sci') AS q1 natural full outer join (select * from takes where semester = 'Spring' and year = 2009) AS q2	:	select q1.ID from (select * from student where dept_name = 'Comp.Sci') AS q1 left outer join (select * from takes where semester = 'Spring' and year = 2009) AS q2 on q1.ID = q2.ID:	 state='Unsupported'
26|select q1.ID from (select * from student where dept_name = 'Comp.Sci') AS q1 natural full outer join (select * from takes where semester = 'Spring' and year = 2009) AS q2	:	select T1.ID from (select * from student where dept_name != 'Comp.Sci') as T1 natural full outer join (select * from takes where semester = 'Spring' and year != 2009) as T2:	 state='Unsupported'

27|SELECT foo.name FROM (SELECT * FROM student join takes on (student.ID = takes.ID)) as foo	:	select foo.name FROM (select * FROM student join takes on (student.ID > takes.ID)) as foo:	 state='Killed'
27|SELECT foo.name FROM (SELECT * FROM student join takes on (student.ID = takes.ID)) as foo	:	select foo.name FROM (select * FROM student join takes on (student.ID < takes.ID)) as foo:	 state='Killed'
27|SELECT foo.name FROM (SELECT * FROM student join takes on (student.ID = takes.ID)) as foo	:	select foo.name FROM (select * FROM student) as foo:	 state='Killed'
27|SELECT foo.name FROM (SELECT * FROM student join takes on (student.ID = takes.ID)) as foo	:	SELECT foo.name FROM student, takes ;:	 state='Killed'

28|SELECT foo.name FROM (SELECT * FROM student join takes on (student.ID = takes.ID)) as foo, (SELECT * FROM student join takes on (student.ID = takes.ID)) as too 	:	select foo.name FROM (select * FROM student join takes on (student.ID != takes.ID)) as foo, (select * FROM student join takes on (student.ID = takes.ID)) as too :	 state='Killed'
28|SELECT foo.name FROM (SELECT * FROM student join takes on (student.ID = takes.ID)) as foo, (SELECT * FROM student join takes on (student.ID = takes.ID)) as too 	:	select too.name FROM (select * FROM student join takes on (student.ID > takes.ID)) as too :	 state='Killed'
28|SELECT foo.name FROM (SELECT * FROM student join takes on (student.ID = takes.ID)) as foo, (SELECT * FROM student join takes on (student.ID = takes.ID)) as too 	:	select foo.name FROM (select * FROM student join takes on (student.ID != takes.ID)) as foo:	 state='Killed'
28|SELECT foo.name FROM (SELECT * FROM student join takes on (student.ID = takes.ID)) as foo, (SELECT * FROM student join takes on (student.ID = takes.ID)) as too 	:	select foo.name FROM (select * FROM student, takes ) as foo, (select * FROM student join takes on (student.ID = takes.ID)) as too :	 state='Killed'

29|SELECT * FROM (select credits, sum(credits) from course where credits > '2' group by dept_name, credits) as foo	:	select * FROM (select credits, avg(credits) from course where credits > '2' group by dept_name, credits) as foo:	 state='Killed'
29|SELECT * FROM (select credits, sum(credits) from course where credits > '2' group by dept_name, credits) as foo	:	select * FROM (select credits, count(credits) from course where credits > '2' group by dept_name, credits) as foo:	 state='Killed'
29|SELECT * FROM (select credits, sum(credits) from course where credits > '2' group by dept_name, credits) as foo	:	select * FROM (select credits, min(credits) from course where credits > '2' group by dept_name, credits) as foo:	 state='Killed'
29|SELECT * FROM (select credits, sum(credits) from course where credits > '2' group by dept_name, credits) as foo	:	select * FROM (select credits, max(credits) from course where credits > '2' group by dept_name, credits) as foo:	 state='Killed'
29|SELECT * FROM (select credits, sum(credits) from course where credits > '2' group by dept_name, credits) as foo	:	select * FROM (select credits, sum(credits) from course where credits < '2' group by dept_name, credits) as foo:	 state='Killed'
29|SELECT * FROM (select credits, sum(credits) from course where credits > '2' group by dept_name, credits) as foo	:	select * FROM (select credits, sum(credits) from course where credits = '2' group by dept_name, credits) as foo:	 state='Killed'
29|SELECT * FROM (select credits, sum(credits) from course where credits > '2' group by dept_name, credits) as foo	:	select * FROM (select credits, sum(credits) from course  group by dept_name, credits) as foo:	 state='Killed'
29|SELECT * FROM (select credits, sum(credits) from course where credits > '2' group by dept_name, credits) as foo	:	select * FROM (select dept_name, sum(credits) from course where credits > '2' group by dept_name) as foo:	 state='Killed'
29|SELECT * FROM (select credits, sum(credits) from course where credits > '2' group by dept_name, credits) as foo	:	select * FROM (select credits, sum(credits) from course where credits > '2' group by  credits) as foo:	 state='NotKilled'

30|SELECT * FROM (select distinct credits from course where credits > '2' ) as foo	:	SELECT * FROM (select credits from course where credits > '2' ) as foo:	 state='Killed'
30|SELECT * FROM (select distinct credits from course where credits > '2' ) as foo	:	SELECT * FROM (select distinct credits from course ) as foo:	 state='Killed'
30|SELECT * FROM (select distinct credits from course where credits > '2' ) as foo	:	SELECT * FROM (select distinct credits from course where credits < '2' ) as foo:	 state='Killed'
30|SELECT * FROM (select distinct credits from course where credits > '2' ) as foo	:	SELECT * FROM (select distinct credits from course where credits = '2' ) as foo:	 state='Killed'

31|SELECT foo.cnt FROM (select credits, count(*) as cnt from course where credits > '2' group by dept_name, credits) as foo	:	select foo.credits FROM (select credits from course where credits > '2' group by dept_name, credits) as foo:	 state='Killed'
31|SELECT foo.cnt FROM (select credits, count(*) as cnt from course where credits > '2' group by dept_name, credits) as foo	:	select foo.dept_name FROM (select dept_name, count(*) from course where credits > '2' group by dept_name) as foo:	 state='Killed'

32|SELECT * FROM (select sum(credits), count(credits) from course where credits > '2' group by dept_name, credits) as foo	:	select * FROM (select sum(credits), count(credits) from course where credits = '2' group by dept_name, credits) as foo:	 state='Killed'
32|SELECT * FROM (select sum(credits), count(credits) from course where credits > '2' group by dept_name, credits) as foo	:	select * FROM (select sum(credits), count(credits) from course where credits < '2' group by dept_name, credits) as foo:	 state='Killed'
32|SELECT * FROM (select sum(credits), count(credits) from course where credits > '2' group by dept_name, credits) as foo	:	select * FROM (select sum(credits), avg(credits) from course where credits > '2' group by dept_name, credits) as foo:	 state='Killed'
32|SELECT * FROM (select sum(credits), count(credits) from course where credits > '2' group by dept_name, credits) as foo	:	select * FROM (select sum(credits), avg(credits) from course where credits > '2' group by dept_name) as foo:	 state='Killed'
32|SELECT * FROM (select sum(credits), count(credits) from course where credits > '2' group by dept_name, credits) as foo	:	select * FROM (select sum(credits), count(credits) from course where credits > '2' group by dept_name) as foo:	 state='Killed'

33|SELECT * FROM (select course.dept_name, sum(credits) from course, department where (course.dept_name = department.dept_name) group by course.dept_name, credits) as foo	:	select * FROM (select course.dept_name, sum(credits) from course, department where (course.dept_name = department.dept_name) group by course.dept_name) as foo:	 state='NotKilled'
33|SELECT * FROM (select course.dept_name, sum(credits) from course, department where (course.dept_name = department.dept_name) group by course.dept_name, credits) as foo	:	select * FROM (select course.dept_name, sum(credits) from course, department where (course.dept_name != department.dept_name) group by course.dept_name, credits) as foo:	 state='Killed'
33|SELECT * FROM (select course.dept_name, sum(credits) from course, department where (course.dept_name = department.dept_name) group by course.dept_name, credits) as foo	:	select * FROM (select credits, sum(credits) from course, department where (course.dept_name != department.dept_name) group by  credits) as foo:	 state='Killed'

34|SELECT * FROM (select dept_name, count(credits) from course where credits > '2' group by dept_name having sum(credits)>3) as foo	:	select * FROM (select dept_name, count(credits) from course where credits > '2' group by dept_name having sum(credits)<3) as foo:	 state='Killed'
34|SELECT * FROM (select dept_name, count(credits) from course where credits > '2' group by dept_name having sum(credits)>3) as foo	:	select * FROM (select dept_name, count(credits) from course where credits > '2' group by dept_name having sum(credits)=3) as foo:	 state='Killed'
34|SELECT * FROM (select dept_name, count(credits) from course where credits > '2' group by dept_name having sum(credits)>3) as foo	:	select * FROM (select dept_name, count(credits) from course where credits = '2' group by dept_name having sum(credits)>3) as foo:	 state='Killed'
34|SELECT * FROM (select dept_name, count(credits) from course where credits > '2' group by dept_name having sum(credits)>3) as foo	:	select * FROM (select dept_name, sum(credits) from course where credits > '2' group by dept_name having sum(credits)>3) as foo:	 state='Killed'
34|SELECT * FROM (select dept_name, count(credits) from course where credits > '2' group by dept_name having sum(credits)>3) as foo	:	SELECT * FROM (select credits, count(credits) from course where credits > '2' group by dept_name,credits having sum(credits)>3) as foo:	 state='Killed'

35|SELECT * FROM student, (select  sum(credits) from course where credits > '2' group by dept_name having sum(credits)>3) as foo	:	select * FROM student;:	 state='Killed'

36|SELECT foo.name FROM (SELECT * FROM  (SELECT * FROM  student join takes on (student.ID = takes.ID)) as foo ) as foo	:	select foo.name FROM (select * FROM  (select * FROM  student join takes on (student.ID != takes.ID)) as foo ) as foo:	 state='Killed'
36|SELECT foo.name FROM (SELECT * FROM  (SELECT * FROM  student join takes on (student.ID = takes.ID)) as foo ) as foo	:	select foo.name FROM (select * FROM  student ) as foo:	 state='Killed'
36|SELECT foo.name FROM (SELECT * FROM  (SELECT * FROM  student join takes on (student.ID = takes.ID)) as foo ) as foo	:	select foo.name FROM (select * FROM  (select * FROM  student join takes on (student.ID > takes.ID)) as foo ) as foo:	 state='Killed'
36|SELECT foo.name FROM (SELECT * FROM  (SELECT * FROM  student join takes on (student.ID = takes.ID)) as foo ) as foo	:	select foo.name FROM (select * FROM  (select * FROM  student join takes on (student.ID < takes.ID)) as foo ) as foo:	 state='Killed'

